TXDate,TXNo,TXQty,TXP1,BuyerCode,BuyerName,ItemCode,ItemName,Product Hierarchy 3,Function,ItemType,Model,Performance,Performance.1,Material,UOM,Brand Code,Unit Cost,Sector,SubSector,Value,Rationale,www,Source
2024-11-07,SI/INV9062444,10,52.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AI01005,3LBS BRASS HAMMER,Cutting Tool,Cutting Tool,,,,,,,PROTOO,35.0,Industrial Gas,,0.52,,,AN
2024-06-12,SI/INV9051320,1,205.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M 4950 50MM X 36YDS HEAVY DUTY DOUBLE SIDED TAPE,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,165.0,Industrial Gas,,0.205,,,AN
2024-09-12,SI/INV9058729,2,9.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M 501,To Review,To Review,,,,,,,,7.0,Industrial Gas,,0.019,,,AN
2024-09-12,SI/INV9058729,2,6.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M 5N11,To Review,To Review,,,,,,,,4.4,Industrial Gas,,0.012,,,AN
2024-09-12,SI/INV9058729,2,25.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M 6006 2PCS/PKT,To Review,To Review,,,,,,,,19.0,Industrial Gas,,0.05,,,AN
2024-06-19,SI/INV9051829,6,30.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M ADHESIVE REMOVER 18OZ,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,24.0,Industrial Gas,,0.18,,,AN
2024-06-25,SI/INV9052396,5,30.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M ADHESIVE REMOVER 18OZ,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,24.0,Industrial Gas,,0.15,,,AN
2024-05-16,SI/INV9049091,12,7.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"3M BLACK INSULATION TAPE 2 BOX(OFFER: 3M SCOTCH 33 (BK) 3/4"" X 20MTR (10ROLL/BOX)",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,6.0,Industrial Gas,,0.09359999999999999,,,AN
2024-06-10,SI/INV9051312,5,6.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M COMFORT GRIP GLOVE,Personal Protective Equipment,Personal Protective Equipment,,,,,,,,5.2,Industrial Gas,,0.034,,,AN
2024-07-09,SI/INV9053398,3,9.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M COMMAND MEDIUM HOOKS 2PCS/PKT (17001),To Review,To Review,,,,,,,,5.2700000000000005,Industrial Gas,,0.0285,,,AN
2024-12-23,SI/INV9065920,6,9.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M DOUBLE SIDE TAPE 3M 110S25 | WIDTH: 25MM X 1.5METER,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,3.6999999999999997,Industrial Gas,,0.057,,,AN
2024-08-28,SI/INV9057648,40,49.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M EAR MUFF H7P3E,Site Safety Equipment,Site Safety Equipment,,,,,,,,32.0,Industrial Gas,,1.96,,,AN
2024-06-12,SI/INV9051321,5,218.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M FULL FACEPIECE RESPIRATOR MEDIUM 6800,Personal Protective Equipment,Personal Protective Equipment,,,,,,,,175.0,Industrial Gas,,1.09,,,AN
2024-11-22,SI/INV9063852,1,218.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M FULL FACEPIECE RESPIRATOR MEDIUM 6800,Personal Protective Equipment,Personal Protective Equipment,,,,,,,,175.0,Industrial Gas,,0.218,,,AN
2024-11-28,SI/INV9064303,2,218.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M FULL FACEPIECE RESPIRATOR MEDIUM 6800,Personal Protective Equipment,Personal Protective Equipment,,,,,,,,175.0,Industrial Gas,,0.436,,,AN
2024-07-30,SI/INV9054782,9,56.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M PELTOR OPTIME 101 EARMUFF H7B BEHIND THE HEAD,Site Safety Equipment,Site Safety Equipment,,,,,,,,45.0,Industrial Gas,,0.504,,,AN
2024-12-31,SI/INV9066449,12,59.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M PELTOR OPTIME 105 EARMUFFS H10B BEHINDTHEHEAD,Site Safety Equipment,Site Safety Equipment,,,,,,,,48.0,Industrial Gas,,0.708,,,AN
2024-10-14,SI/INV9060930,1,199.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M REUSABLE EAR PLUG 1271 (50PAIR/BOX),Site Safety Equipment,Site Safety Equipment,,,,,,,,150.0,Industrial Gas,,0.199,,,AN
2024-10-22,SI/INV9061370,1,199.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M REUSABLE EAR PLUG 1271 (50PAIR/BOX),Site Safety Equipment,Site Safety Equipment,,,,,,,,150.0,Industrial Gas,,0.199,,,AN
2024-10-30,SI/INV9061967,2,199.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M REUSABLE EAR PLUG 1271 (50PAIR/BOX),Site Safety Equipment,Site Safety Equipment,,,,,,,,150.0,Industrial Gas,,0.398,,,AN
2024-11-27,SI/INV9063847,2,199.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M REUSABLE EAR PLUG 1271 (50PAIR/BOX),Site Safety Equipment,Site Safety Equipment,,,,,,,,150.0,Industrial Gas,,0.398,,,AN
2024-02-29,SI/INV9044137,10,35.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M SAFETY GLASSES ANSI Z87 ANTIFOG LENS ATTACHES TO HARD HAT SUSPENSION (CLEAR LENS),Storage,Storage,,,,,,,,23.54,Industrial Gas,,0.35,,,AN
2024-01-17,SI/INV9041009,4,8.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M SCOURING SPONGE 3PCS/PKT,Cutting Tool,Cutting Tool,,,,,,,,3.7625,Industrial Gas,,0.032,,,AN
2024-05-20,SI/INV9049400,4,8.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M SCOURING SPONGE 3PCS/PKT,Cutting Tool,Cutting Tool,,,,,,,,3.395,Industrial Gas,,0.032,,,AN
2024-09-16,SI/INV9058730,4,8.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M SCOURING SPONGE 3PCS/PKT,Cutting Tool,Cutting Tool,,,,,,,,3.265,Industrial Gas,,0.032,,,AN
2024-11-18,SI/INV9063546,4,8.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M SCOURING SPONGE 3PCS/PKT (SCOTCH BRITE),Cutting Tool,Cutting Tool,,,,,,,,6.0,Industrial Gas,,0.032,,,AN
2024-03-26,SI/INV9045621,2,12.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M TOURGUARD V PROTECTIVE EYEWEAR TGV0120 CLEAR,To Review,To Review,,,,,,,,5.0,Industrial Gas,,0.024,,,AN
2024-12-23,SI/INV9065920,1,85.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"3M VHB DOUBLE SIDED TAPE 1/2"" X 36YARD",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,68.0,Industrial Gas,,0.085,,,AN
2024-12-23,SI/INV9065920,1,210.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"3M VHB DOUBLE SIDED TAPE 2"" X 36YARD",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,165.0,Industrial Gas,,0.21,,,AN
2024-03-14,SI/INV9044965,15,14.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 RED 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.2175,,,AN
2024-06-11,SI/INV9051316,20,15.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 RED 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.3,,,AN
2024-07-26,SI/INV9054420,7,15.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 RED 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.105,,,AN
2024-11-14,SI/INV9063014,10,15.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 RED 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.155,,,AN
2024-02-27,SI/INV9043581,10,14.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.145,,,AN
2024-06-03,SI/INV9050627,20,15.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.3,,,AN
2024-11-14,SI/INV9063014,20,15.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 1 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,12.0,Industrial Gas,,0.31,,,AN
2024-02-27,SI/INV9043581,20,26.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 2 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,22.0,Industrial Gas,,0.52,,,AN
2024-06-03,SI/INV9050627,20,27.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 2 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,22.0,Industrial Gas,,0.54,,,AN
2024-06-19,SI/INV9051833,5,27.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 2 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,22.0,Industrial Gas,,0.135,,,AN
2024-07-26,SI/INV9054420,7,27.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 2 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,22.0,Industrial Gas,,0.189,,,AN
2024-11-14,SI/INV9063014,20,28.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VINYL TAPE 471 YELLOW 2 IN X 36 YD 5.2 MIL,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,22.0,Industrial Gas,,0.56,,,AN
2024-09-24,SI/INV9059208,5,9.5,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M TOURGUARD V PROTECTIVE EYEWEAR,To Review,To Review,,,,,,,,5.0,Industrial Gas,,0.0475,,,AN
2024-09-12,SI/INV9058732,2,108.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"3M VHB TAPE 4950 1"" X 36YARD",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,87.0,Industrial Gas,,0.216,,,AN
2024-12-20,SI/INV9065544,1,108.0,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,"3M VHB TAPE 4950 1"" X 36YARD",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,87.0,Engineering,,0.108,,,AN
2024-11-27,SI/INV9063847,20,4.8,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3M VIRTUA PROTECTIVE EYEWEAR 113290000020 CLEAR ANTIFOG LENS CLEAR TEMPLE,To Review,To Review,,,,,,,,3.5,Industrial Gas,,0.096,,,AN
2024-09-23,SI/INV9059213,1,14.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"3MM (1/8"") STANDARD NUMBER PUNCHES (SET IN BLUE PLASTIC BOX) MODEL 240",Storage,Storage,,,,,,,,5.88,Industrial Gas,,0.014,,,AN
2024-07-15,SI/INV9053436,100,0.2,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3MM ALUMINIUM FERRULE,Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,0.1,Industrial Gas,,0.02,,,AN
2024-08-26,SI/INV9057020,10,6.5,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,3MM DRILL BIT FOR S/S UK,Cutting Tool,Cutting Tool,,,,,,,,4.41,Engineering,,0.065,,,AN
2024-01-29,SI/INV9041708,10,6.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3MM DRILL BIT FOR STAINLESS STEEL UK (A777),Cutting Tool,Cutting Tool,,,,,,,,4.41,Industrial Gas,,0.065,,,AN
2024-11-27,SI/INV9063846,2,99.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3MM X 40MM X 40MM X 6MTR SS316L ANGLE BAR,Metal Profiles,Metal Profiles,,,,,,,,75.0,Industrial Gas,,0.198,,,AN
2024-11-04,SI/INV9062441,10,28.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,3RD STAGE GASKET ALUMINIUM SOLID RING GRADE AU1100,Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,20.0,Industrial Gas,,0.28,,,AN
2024-01-31,SI/INV9042043,15,55.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 POINT CHINSTRAP FITS IRIS 2 AND IDRA HELMETS HOOK & LOOP FASTENING HF0501,Site Safety Equipment,Site Safety Equipment,,,,,,,,27.62933,Industrial Gas,,0.825,,,AN
2024-12-30,SI/INV9066247,50,69.84,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"4"" #300 SPIRAL WOUND GASKET MONEL 400 WINDING GRAPHITE FILLER MONEL 400 INNER / SS316L OUTER RING",Seals & Gaskets,Seals & Gaskets,,,,,,,,54.2,Industrial Gas,,3.492,,,AN
2024-01-29,SI/INV9041894,20,14.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"4"" 300# SS316L INNER / OUTER RING C/W SS316L WINDING GRAPHITE FILLER 4.5MM THK (MAXIFLEX BRAND)",Seals & Gaskets,Seals & Gaskets,,,,,,,,11.1,Industrial Gas,,0.296,,,AN
2024-03-07,SI/INV9044955,50,1.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AE04240,"4"" CUTTING DISC",Cutting Tool,Cutting Tool,,,,,,,NIKRE,0.21625,Industrial Gas,,0.05,,,AN
2024-05-06,SI/INV9048385,1,1480.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"4"" METAL CUTTTING BAND SAW 230V 1PHASE 50/60HZ MOTOR:1/2 HP AET TAIWAN",Cutting Tool,Cutting Tool,,,,,,,,1100.0,Industrial Gas,,1.48,,,AN
2024-04-03,SI/INV9045892,20,1.9,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00229,"4"" PAINT ROLLER",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.57202,Industrial Gas,,0.038,,,AN
2024-03-15,SI/INV9044967,1,358.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"4"" PARALLEL PIPE VICE WITH PIPE JAWS WITH ANVIL WITH SWIVEL BASE 1/4""2"" OD",Metal Profiles,Metal Profiles,,,,,,,,245.0,Industrial Gas,,0.358,,,AN
2024-04-03,SI/INV9045892,100,0.6,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00233,"4"" ROLLER REFILL",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.10651999999999999,Industrial Gas,,0.06,,,AN
2024-08-12,SI/INV9055666,20,0.6,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00233,"4"" ROLLER REFILL",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.10276,Industrial Gas,,0.012,,,AN
2024-02-20,SI/INV9043114,2,40.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AH01369,"4"" SPEED CLAMP (FCLAMP)",Electrical Accessories,Electrical Accessories,,,,,,,GERMAN,31.0,Industrial Gas,,0.08,,,AN
2024-11-11,SI/INV9062706,60,1.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,TR00023,"4"" STRETCH FILM ROLL",Storage,Storage,,,,,,,,1.1,Industrial Gas,,0.108,,,AN
2024-01-29,SI/INV9041894,30,1.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,TR00023,"4"" WRAP FILM",Storage,Storage,,,,,,,,1.1,Industrial Gas,,0.054,,,AN
2024-08-26,SI/INV9057020,5,10.8,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,4.5MM DRILL BIT FOR S/S UK,Cutting Tool,Cutting Tool,,,,,,,,7.273999999999999,Engineering,,0.054,,,AN
2024-01-29,SI/INV9041718,6,26.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"400X300MM ALUM SIGNS ""CAUTION HYDROGEN FILLING IN PROGRESS...""",Signage & Tags & Flags,Signage & Tags & Flags,,,,,,,,13.0,Industrial Gas,,0.159,,,AN
2024-09-12,SI/INV9058729,1,280.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AH36132,408 TUBE BENDER,Cutting Tool,Cutting Tool,,,,,,,RIDGID,223.64,Industrial Gas,,0.28,,,AN
2024-01-02,SI/INV9040158,1,45.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AH03498,40MM COMBINATION SPANNER,Storage,Storage,,,,,,,,15.5,Industrial Gas,,0.045,,,AN
2024-06-19,SI/INV9051829,1,48.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AE00729,40MM HSS HOLE SAW,Cutting Tool,Cutting Tool,,,,,,,UNICUT,4.5,Industrial Gas,,0.048,,,AN
2024-03-06,SI/INV9044176,30,23.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,40MM PADLOCK WITH MASTER KEY X 30 (ALL LOCKS TO BE UNLOCK WITH THE SAME MASTER KEY) C/W 10 KEYS,Hinges & Locks,Hinges & Locks,,,,,,,,10.0,Industrial Gas,,0.69,,,AN
2024-10-14,SI/INV9060870,50,39.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,40MM S/S PADLOCK WITH MASTER KEY X 50 (ALL LOCKS TO BE UNLOCK WITH THE SAME MASTER KEY) C/W 50 KEYS,Hinges & Locks,Hinges & Locks,,,,,,,,21.5,Industrial Gas,,1.95,,,AN
2024-07-25,SI/INV9054787,2,205.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"42"" JAPAN BOLT CUTTER",Cutting Tool,Cutting Tool,,,,,,,,162.9,Industrial Gas,,0.41,,,AN
2024-01-29,SI/INV9041718,1,52.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"450X600MM ALUM SIGNS ""DANGER HIGH VOLTAGE",Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,30.0,Industrial Gas,,0.052,,,AN
2024-01-29,SI/INV9041719,2,52.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"450X600MM ALUM SIGNS ""DANGER HIGH VOLTAGE",Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,30.0,Industrial Gas,,0.104,,,AN
2024-10-30,SI/INV9061967,36,16.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4544 ANTIIMPACT CUT & VIBRATION HIGH VIS PADDED HPPE GLOVES SIZE: L,Site Safety Equipment,Site Safety Equipment,,,,,,,,12.0,Industrial Gas,,0.594,,,AN
2024-01-02,SI/INV9040158,1,76.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AH00529CO,46MM COMBINATION SPANNER,Storage,Storage,,,,,,,CLIPON,0.0,Industrial Gas,,0.076,,,AN
2024-12-18,SI/INV9065531,10,152.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,47.370 KUHNKE ONE WAY FLOW CONTROL WITH LOCKING NUT,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,124.0,Industrial Gas,,1.52,,,AN
2024-04-17,SI/INV9047209,5,7.9,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,48MM X 33MTR RED/WHITE FLOOR TAPE,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,4.5,Industrial Gas,,0.0395,,,AN
2024-01-29,SI/INV9041894,20,9.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,48MM X 50 YARD BLACK DUCT TAPE,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,6.5,Industrial Gas,,0.196,,,AN
2024-02-01,SI/INV9042345,2,23.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 SCH 40 BUTT WELD TEE CARBON STEEL A234,Metal Profiles,Metal Profiles,,,,,,,,18.5,Industrial Gas,,0.047,,,AN
2024-02-07,SI/INV9043136,2,41.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 X 150# RF BLIND FLANGE CARBON STEEL A105,Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,24.0,Industrial Gas,,0.082,,,AN
2024-02-01,SI/INV9042345,24,33.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 X 150# SCH 40 WELD NECK RF FLANGE CARBON STEEL A234,Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,26.0,Industrial Gas,,0.804,,,AN
2024-02-01,SI/INV9042345,4,19.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 X 2 SCH 40 BUTT WELD ECC REDUCER CARBON STEEL A234,HVAC Systems,HVAC Systems,,,,,,,,13.5,Industrial Gas,,0.076,,,AN
2024-02-01,SI/INV9042345,5,175.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 X 6METRE SCH 40 SEAMLESS PIPE CARBON STEEL A106,Metal Profiles,Metal Profiles,,,,,,,,138.0,Industrial Gas,,0.875,,,AN
2024-02-01,SI/INV9042345,12,14.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4 X 90 DEG SCH 40 BUTT WELD LR ELBOW CARBON STEEL A234,HVAC Systems,HVAC Systems,,,,,,,,11.0,Industrial Gas,,0.168,,,AN
2024-01-30,SI/INV9041898,4,36.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4INCH JAPAN RUBBER SWIVEL BRAKE CASTER,Site Safety Equipment,Site Safety Equipment,,,,,,,,24.0,Industrial Gas,,0.144,,,AN
2024-10-07,SI/INV9060352,2,2.4,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,4MM X 110MM SDS PLUS DRILL BIT D00016,Cutting Tool,Cutting Tool,,,,,,,,1.2,Industrial Gas,,0.0048,,,AN
2024-08-12,SI/INV9055666,1,860.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AQ01110,5 TON 685 X 1220MM KPT685 PALLET TRUCK,Pallet Equipment,Pallet Equipment,,,,,,,KANAZA,360.23111,Industrial Gas,,0.86,,,AN
2024-08-26,SI/INV9057020,5,14.8,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,5.5MM DRILL BIT FOR S/S UK,Cutting Tool,Cutting Tool,,,,,,,,10.05,Engineering,,0.074,,,AN
2024-04-11,SI/INV9046346,1,270.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,5.75INCH TRAVELER CLASSIC SWIM TRUNK M,To Review,To Review,,,,,,,,199.0,Industrial Gas,,0.27,,,AN
2024-08-16,SI/INV9055660,150,5.63,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,5/8 X 100MM STUD F/T GR.B8 C/W 2A194GR.8 NUT / 2 FW STAINLESS STEEL,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,3.4434699999999996,Industrial Gas,,0.8445,,,AN
2024-08-16,SI/INV9055660,150,5.82,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,5/8 X 110MM STUD F/T GR.B8 C/W 2A194GR.8 NUT / 2 FW STAINLESS STEEL,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,3.589,Industrial Gas,,0.873,,,AN
2024-02-01,SI/INV9042347,1,35.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRAPPING 8KG/ROLL",Storage,Storage,,,,,,,,25.0,Industrial Gas,,0.035,,,AN
2024-04-03,SI/INV9045929,3,35.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRAPPING 8KG/ROLL",Storage,Storage,,,,,,,,25.0,Industrial Gas,,0.105,,,AN
2024-07-10,SI/INV9053403,3,35.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRAPPING 8KG/ROLL",Storage,Storage,,,,,,,,25.0,Industrial Gas,,0.105,,,AN
2024-02-01,SI/INV9042347,1,105.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00061,"5/8"" ''NYLON'' STRAPPING MACHINE",Storage,Storage,,,,,,,,60.0,Industrial Gas,,0.105,,,AN
2024-02-01,SI/INV9042347,1,6.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRPPING STEEL CLIP 60PCS/BOX",Storage,Storage,,,,,,,,3.0,Industrial Gas,,0.006,,,AN
2024-04-03,SI/INV9045929,5,6.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRPPING STEEL CLIP 60PCS/BOX",Storage,Storage,,,,,,,,3.0,Industrial Gas,,0.03,,,AN
2024-07-10,SI/INV9053403,10,6.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"5/8"" NYLON STRPPING STEEL CLIP 60PCS/BOX",Storage,Storage,,,,,,,,3.0,Industrial Gas,,0.06,,,AN
2024-10-14,SI/INV9060869,1,38.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,500 BIKE FRONT PANNIER 12L,To Review,To Review,,,,,,,,18.9,Industrial Gas,,0.038,,,AN
2024-12-23,SI/INV9065920,4,7.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AS00192,500AMP EARTH CLAMP,Electrical Accessories,Electrical Accessories,,,,,,,WELD,3.5,Industrial Gas,,0.028,,,AN
2024-07-18,SI/INV9053879,2,7.0,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,500G WALL PUTTY,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,3.0,Engineering,,0.014,,,AN
